# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# time,realtime,ref,inp,dis,state...
0.000000000000000000e+00,1.504286125040091991e+09,0.000000000000000000e+00,-5.086669921875000000e-01,0.000000000000000000e+00,-5.061035156250000000e-01
1.666666666666666644e-02,1.504286125040417910e+09,0.000000000000000000e+00,-5.061035156250000000e-01,0.000000000000000000e+00,-5.061035156250000000e-01
3.333333333333333287e-02,1.504286125049477100e+09,0.000000000000000000e+00,-5.115966796875000000e-01,0.000000000000000000e+00,-5.115966796875000000e-01
5.000000000000000278e-02,1.504286125065846920e+09,0.000000000000000000e+00,-5.178222656250000000e-01,0.000000000000000000e+00,-5.178222656250000000e-01
6.666666666666666574e-02,1.504286125082233906e+09,0.000000000000000000e+00,-5.240478515625000000e-01,0.000000000000000000e+00,-5.240478515625000000e-01
8.333333333333332871e-02,1.504286125098772049e+09,0.000000000000000000e+00,-5.280761718750000000e-01,0.000000000000000000e+00,-5.280761718750000000e-01
1.000000000000000056e-01,1.504286125115145922e+09,0.000000000000000000e+00,-5.317382812500000000e-01,0.000000000000000000e+00,-5.317382812500000000e-01
1.166666666666666685e-01,1.504286125132786036e+09,0.000000000000000000e+00,-5.339355468750000000e-01,0.000000000000000000e+00,-5.339355468750000000e-01
1.333333333333333315e-01,1.504286125149442911e+09,0.000000000000000000e+00,-5.343017578125000000e-01,0.000000000000000000e+00,-5.343017578125000000e-01
1.499999999999999944e-01,1.504286125165427923e+09,0.000000000000000000e+00,-5.343017578125000000e-01,0.000000000000000000e+00,-5.343017578125000000e-01
1.666666666666666574e-01,1.504286125182528973e+09,0.000000000000000000e+00,-5.350341796875000000e-01,0.000000000000000000e+00,-5.350341796875000000e-01
1.833333333333333204e-01,1.504286125199759007e+09,0.000000000000000000e+00,-5.346679687500000000e-01,0.000000000000000000e+00,-5.346679687500000000e-01
2.000000000000000111e-01,1.504286125216265917e+09,0.000000000000000000e+00,-5.350341796875000000e-01,0.000000000000000000e+00,-5.350341796875000000e-01
2.166666666666666741e-01,1.504286125231966972e+09,0.000000000000000000e+00,-5.346679687500000000e-01,0.000000000000000000e+00,-5.346679687500000000e-01
2.333333333333333370e-01,1.504286125248050928e+09,0.000000000000000000e+00,-5.346679687500000000e-01,0.000000000000000000e+00,-5.346679687500000000e-01
2.500000000000000000e-01,1.504286125265814066e+09,0.000000000000000000e+00,-5.343017578125000000e-01,0.000000000000000000e+00,-5.343017578125000000e-01
