# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# time,realtime,ref,inp,dis,state...
0.000000000000000000e+00,1.503100593030750036e+09,-0.000000000000000000e+00,9.298871516804163573e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.666666666666666644e-02,1.503100593031557083e+09,-4.461108938072048167e-06,2.233886718750000000e-02,0.000000000000000000e+00,3.085455482388719531e-06,3.692289976426112457e-04
3.333333333333333287e-02,1.503100593034343004e+09,-1.783874218397122683e-05,9.148889718146031858e-02,0.000000000000000000e+00,2.182476614540405265e-05,1.875304640003934344e-03
5.000000000000000278e-02,1.503100593051635981e+09,-4.010974728889003457e-05,8.548962523513506384e-02,0.000000000000000000e+00,6.462869516053980086e-05,3.257327798241049614e-03
6.666666666666666574e-02,1.503100593068166018e+09,-7.123724966253582578e-05,8.099017127539109850e-02,0.000000000000000000e+00,1.296539909254042591e-04,4.542138690399369870e-03
8.333333333333332871e-02,1.503100593084805965e+09,-1.111780121891024141e-04,7.349108134248452662e-02,0.000000000000000000e+00,2.148795647947026113e-04,5.681764472238146763e-03
1.000000000000000056e-01,1.503100593100950003e+09,-1.598898821949611528e-04,6.899162738274057516e-02,0.000000000000000000e+00,3.183200291870014772e-04,6.728184464224857241e-03
1.166666666666666685e-01,1.503100593117484093e+09,-2.173392044854204996e-04,6.149253744983398939e-02,0.000000000000000000e+00,4.380205166842893313e-04,7.633359600891469546e-03
1.333333333333333315e-01,1.503100593133665085e+09,-2.835080795610628941e-04,5.999271946325267224e-02,0.000000000000000000e+00,5.724750776091487321e-04,8.498783697687488717e-03
1.499999999999999944e-01,1.503100593150559902e+09,-3.584013480754197237e-04,5.849290147667134815e-02,0.000000000000000000e+00,7.210266850638647309e-04,9.325113781510628239e-03
1.666666666666666574e-01,1.503100593166475058e+09,-4.420531860790580638e-04,5.099381154376476932e-02,0.000000000000000000e+00,8.822005494154442143e-04,1.001383677622179509e-02
1.833333333333333204e-01,1.503100593182745934e+09,-5.345332005666477218e-04,5.249362953034608648e-02,0.000000000000000000e+00,1.054965159190533307e-03,1.071596599195247419e-02
2.000000000000000111e-01,1.503100593198519945e+09,-6.359519212419747916e-04,5.099381154376476932e-02,0.000000000000000000e+00,1.239127788514842203e-03,1.138170022169091196e-02
2.166666666666666741e-01,1.503100593215259075e+09,-7.464655921633229097e-04,4.799417557060213502e-02,0.000000000000000000e+00,1.433879725573452765e-03,1.198685121080900369e-02
2.333333333333333370e-01,1.503100593230135918e+09,-8.662801759344849507e-04,4.949399355718345217e-02,0.000000000000000000e+00,1.638841084302800890e-03,1.260678974469938048e-02
2.500000000000000000e-01,1.503100593246912956e+09,-9.956544932566489640e-04,4.499453959743950071e-02,0.000000000000000000e+00,1.853427658884671805e-03,1.314211216340816814e-02
2.666666666666666630e-01,1.503100593262959957e+09,-1.134902431831726110e-03,4.649435758402081786e-02,0.000000000000000000e+00,2.077069490387445892e-03,1.369337629163907416e-02
2.833333333333333259e-01,1.503100593281151056e+09,-1.284394170674629711e-03,4.799417557060213502e-02,0.000000000000000000e+00,2.310030072092951643e-03,1.426031863611027135e-02
2.999999999999999889e-01,1.503100593297754049e+09,-1.444556378706134429e-03,4.649435758402081786e-02,0.000000000000000000e+00,2.552154230904798374e-03,1.479310043703210495e-02
3.166666666666666519e-01,1.503100593314274073e+09,-1.615871359906101727e-03,4.799417557060213502e-02,0.000000000000000000e+00,2.803291653919162164e-03,1.534186594019444280e-02
3.333333333333333148e-01,1.503100593329829931e+09,-1.798875131148472200e-03,4.649435758402081786e-02,0.000000000000000000e+00,3.063292217279110947e-03,1.585677133656817478e-02
3.499999999999999778e-01,1.503100593347153902e+09,-1.994154432948733440e-03,4.649435758402081786e-02,0.000000000000000000e+00,3.331803418255018228e-03,1.636316609532594696e-02
3.666666666666666408e-01,1.503100593362873077e+09,-2.202342687562263562e-03,4.499453959743950071e-02,0.000000000000000000e+00,3.608477432771459853e-03,1.683640107410016434e-02
3.833333333333333037e-01,1.503100593380378962e+09,-2.424114933006978317e-03,4.499453959743950071e-02,0.000000000000000000e+00,3.892973333482739346e-03,1.730181416667954386e-02
4.000000000000000222e-01,1.503100593395648003e+09,-2.660181775475615757e-03,4.349472161085818356e-02,0.000000000000000000e+00,4.184954680373094947e-03,1.773474484663682335e-02
4.166666666666666852e-01,1.503100593412432909e+09,-2.911282416083270114e-03,4.649435758402081786e-02,0.000000000000000000e+00,4.484506053211881164e-03,1.821009943353171789e-02
4.333333333333333481e-01,1.503100593428303957e+09,-3.178176820800558602e-03,4.349472161085818356e-02,0.000000000000000000e+00,4.791500035068839945e-03,1.862801747852239551e-02
4.500000000000000111e-01,1.503100593444794893e+09,-3.461637114593582500e-03,4.499453959743950071e-02,0.000000000000000000e+00,5.105608750235413051e-03,1.906381775664648184e-02
4.666666666666666741e-01,1.503100593460550070e+09,-3.762438292078824995e-03,4.349472161085818356e-02,0.000000000000000000e+00,5.426713454810182247e-03,1.946762507891934904e-02
4.833333333333333370e-01,1.503100593477646112e+09,-4.081348347263353757e-03,4.199490362427686641e-02,0.000000000000000000e+00,5.754285351745319112e-03,1.983996824238882725e-02
